"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"CC","GO:0001650","fibrillar center","38/2507","140/19594",3.93838154674352e-06,4.44559735200595e-05,3.03387286615171e-05,"7430/10537/5195/9221/1936/4841/7334/6150/8991/9020/51602/23160/1736/30851/26517/5356/27301/23607/51447/8480/11262/9825/54496/5987/79840/9807/10522/55809/55339/27330/1316/3215/9618/1022/26747/92856/3988/7296",38
"CC","GO:0005747","mitochondrial respiratory chain complex I","19/2507","49/19594",4.12347738626617e-06,4.45216036633086e-05,3.03835175830139e-05,"4713/4715/4714/4704/4706/4726/4700/4711/4720/4709/374291/4728/4716/4725/4694/4710/4695/4708/55967",19
"CC","GO:0030964","NADH dehydrogenase complex","19/2507","49/19594",4.12347738626617e-06,4.45216036633086e-05,3.03835175830139e-05,"4713/4715/4714/4704/4706/4726/4700/4711/4720/4709/374291/4728/4716/4725/4694/4710/4695/4708/55967",19
"CC","GO:0045271","respiratory chain complex I","19/2507","49/19594",4.12347738626617e-06,4.45216036633086e-05,3.03835175830139e-05,"4713/4715/4714/4704/4706/4726/4700/4711/4720/4709/374291/4728/4716/4725/4694/4710/4695/4708/55967",19
"CC","GO:0022625","cytosolic large ribosomal subunit","21/2507","58/19594",4.72393914277554e-06,4.95680938220814e-05,3.38274663596825e-05,"9045/6175/6134/6138/6132/6142/6129/6122/23521/6160/6125/6173/6137/6144/6158/4736/6141/6124/11224/6166/6147",21
"CC","GO:0035577","azurophil granule membrane","21/2507","58/19594",4.72393914277554e-06,4.95680938220814e-05,3.38274663596825e-05,"4680/80331/3136/968/5284/11010/967/5660/1650/4257/719/79888/374395/8673/2683/8904/127829/6836/55004/54918/8895",21
"CC","GO:0030665","clathrin-coated vesicle membrane","32/2507","111/19594",5.6803804372687e-06,5.87761586911831e-05,4.01114583508886e-05,"3122/4074/80331/3118/7855/374/3115/3127/3312/1173/972/3119/928/3113/5868/4646/1175/3117/25977/1839/8673/3123/7039/11021/915/3120/1174/8906/7474/4920/3949/1213",32
"CC","GO:0101031","chaperone complex","15/2507","34/19594",6.530918407582e-06,6.66511536116245e-05,4.54857042662164e-05,"3312/6950/10574/3326/10575/23753/7203/6388/10728/11140/51726/908/56984/23234/22948",15
"CC","GO:0030684","preribosome","25/2507","78/19594",7.68311962923919e-06,7.73503259970702e-05,5.27872941809748e-05,"3692/10436/28987/84946/10885/7520/51602/26156/705/57050/23481/10813/84261/88745/51388/81887/10969/23246/5822/117246/90441/9136/10607/92856/6201",25
"CC","GO:0071013","catalytic step 2 spliceosome","27/2507","88/19594",8.46421831590111e-06,8.40779019379511e-05,5.73784904783191e-05,"3185/6628/3181/10492/3178/10283/26986/6426/56949/3190/1655/3187/9092/10291/5356/4116/51503/55110/6637/23451/51362/51340/22913/3183/10992/6627/24144",27
"CC","GO:0008250","oligosaccharyltransferase complex","9/2507","14/19594",9.89128218442794e-06,9.69605950973529e-05,6.61702118431953e-05,"11277/6185/1650/200185/6184/3703/58505/9761/1603",9
"CC","GO:0045277","respiratory chain complex IV","13/2507","28/19594",1.37154244861832e-05,0.000132701184963721,9.05611760331715e-05,"84419/7386/9377/1340/1329/1351/1337/1349/1347/1327/9167/1350/1345",13
"CC","GO:0030136","clathrin-coated vesicle","46/2507","192/19594",1.55986461784768e-05,0.000148987069268785,0.00010167538602165,"54732/3122/4074/80331/3118/7855/374/10053/3115/3127/3312/1173/972/3119/928/3113/5868/4646/1175/102/10134/3117/51762/6440/25977/653509/1839/8673/3123/7039/11021/10456/915/3120/1174/85439/8906/7474/1493/8724/4920/2348/10287/10972/3949/1213",46
"CC","GO:0000313","organellar ribosome","25/2507","81/19594",1.60895556406031e-05,0.000149833986903117,0.000102253360189622,"28998/51116/51069/6182/51258/92170/64969/6150/29088/51081/57129/122704/64928/65003/64978/63875/128308/55173/79590/84311/29074/51318/54148/54534/64965",25
"CC","GO:0005761","mitochondrial ribosome","25/2507","81/19594",1.60895556406031e-05,0.000149833986903117,0.000102253360189622,"28998/51116/51069/6182/51258/92170/64969/6150/29088/51081/57129/122704/64928/65003/64978/63875/128308/55173/79590/84311/29074/51318/54148/54534/64965",25
"CC","GO:0005684","U2-type spliceosomal complex","27/2507","92/19594",2.08793824162711e-05,0.000191029363506257,0.000130366912855559,"6628/4236/10283/56949/84950/55660/9092/26121/10291/5356/151903/51503/10262/55110/6637/23451/51362/8559/51340/9128/10992/27336/23658/54883/25804/6627/24144",27
"CC","GO:0000315","organellar large ribosomal subunit","19/2507","54/19594",2.12824660013682e-05,0.000191029363506257,0.000130366912855559,"28998/51069/6182/51258/6150/29088/57129/122704/64928/65003/64978/63875/128308/79590/84311/29074/51318/54148/54534",19
"CC","GO:0005762","mitochondrial large ribosomal subunit","19/2507","54/19594",2.12824660013682e-05,0.000191029363506257,0.000130366912855559,"28998/51069/6182/51258/6150/29088/57129/122704/64928/65003/64978/63875/128308/79590/84311/29074/51318/54148/54534",19
"CC","GO:0030904","retromer complex","8/2507","12/19594",2.17785123591192e-05,0.000192393624559421,0.000131297945124974,"27131/55737/112936/9559/6643/58533/51699/8724",8
"CC","GO:0002102","podosome","13/2507","29/19594",2.19509504530883e-05,0.000192393624559421,0.000131297945124974,"3936/2017/6714/9404/9644/7412/9948/3190/7984/83706/7414/6840/285590",13
"CC","GO:0031253","cell projection membrane","70/2507","339/19594",2.97275222242929e-05,0.000255000587876877,0.000174023714510112,"7070/762/57111/1811/3936/7430/7168/199/26499/55600/960/6286/8884/22919/3135/6714/23603/1800/378/79574/54825/6188/26123/8842/5341/387/1072/4646/3643/84168/3326/23428/3775/53841/6523/10109/92211/55612/5824/2683/10672/10253/8573/9368/2059/10519/1499/11021/25800/221178/2191/9495/6558/8140/109/5756/57669/5794/3688/200894/26751/81848/55212/2821/1915/7408/2348/27241/4830/54869",70
"CC","GO:0005777","peroxisome","36/2507","141/19594",3.01208748096177e-05,0.000255000587876877,0.000174023714510112,"3417/2168/3422/5195/6342/7086/25824/847/4257/4598/2053/51015/10005/8443/51762/144811/5264/5824/5828/10901/7498/84188/1891/8504/55711/4843/8799/3615/8310/317749/7265/8309/5827/10654/51/1962",36
"CC","GO:0042579","microbody","36/2507","141/19594",3.01208748096177e-05,0.000255000587876877,0.000174023714510112,"3417/2168/3422/5195/6342/7086/25824/847/4257/4598/2053/51015/10005/8443/51762/144811/5264/5824/5828/10901/7498/84188/1891/8504/55711/4843/8799/3615/8310/317749/7265/8309/5827/10654/51/1962",36
"CC","GO:0031252","cell leading edge","82/2507","416/19594",3.78659178982087e-05,0.000316967514990624,0.000216312694794025,"7070/3611/822/3936/7430/7168/199/72/26499/60/960/10096/2017/27131/6714/7429/6282/10094/23603/378/79574/6188/5341/387/1072/5868/4646/3643/117178/26986/84168/5034/57126/7852/54836/6643/3636/5880/10011/70/999/2195/6285/10109/405753/375/55612/10253/4638/9368/8976/1500/2059/10519/23607/1499/10456/2185/25800/5800/221178/2191/998/57147/57175/9495/832/5756/57669/10092/3688/23513/26751/81848/10006/1915/7408/55917/1495/4830/25/54869",82
"CC","GO:0005770","late endosome","60/2507","283/19594",4.85445018282752e-05,0.000401840598467389,0.000274233852433414,"3122/4074/968/25849/8878/1512/51534/3108/5573/6714/55737/3127/3312/23555/972/967/112936/3784/302/5660/3109/9516/3643/7852/29082/57599/9367/10410/5119/309/57231/973/10581/28956/55745/6440/653509/27243/285195/9741/7251/2896/23531/8673/23516/3123/9528/9570/55697/9476/7879/51699/54602/127829/55004/1520/255738/221960/8530/3949",60
"CC","GO:0035580","specific granule lumen","20/2507","62/19594",5.49357194101394e-05,0.000449748472093999,0.000306928310874463,"2919/3728/4069/25797/10562/567/8836/5777/3934/1509/124583/4758/5768/23071/8566/7414/3608/6590/4790/1118",20
"CC","GO:0032587","ruffle membrane","27/2507","97/19594",5.84838445177829e-05,0.000471006952654319,0.000321436041161478,"3936/7430/7168/199/6714/23603/378/79574/6188/5341/387/1072/4646/55612/10253/2059/10519/221178/2191/5756/57669/3688/26751/81848/1915/4830/54869",27
"CC","GO:0009295","nucleoid","16/2507","44/19594",5.94290651671221e-05,0.000471006952654319,0.000321436041161478,"292/54931/6472/7416/3032/55379/3028/7284/7417/3313/10128/22868/6742/26073/116447/37",16
"CC","GO:0042645","mitochondrial nucleoid","16/2507","44/19594",5.94290651671221e-05,0.000471006952654319,0.000321436041161478,"292/54931/6472/7416/3032/55379/3028/7284/7417/3313/10128/22868/6742/26073/116447/37",16
"CC","GO:0030027","lamellipodium","46/2507","202/19594",6.01654144064497e-05,0.000471823512976895,0.000321993298153077,"3611/822/199/72/26499/60/960/10096/2017/7429/10094/23603/387/1072/26986/84168/5034/57126/6643/3636/5880/70/999/2195/10109/4638/8976/1500/10519/1499/10456/2185/25800/5800/221178/2191/57147/57175/832/10092/3688/23513/10006/7408/55917/1495",46
"CC","GO:0000151","ubiquitin ligase complex","62/2507","302/19594",9.79724389557535e-05,0.000760306948146212,0.000518867193153826,"11065/26233/9246/91319/27101/550/1164/4008/54994/51646/991/7334/8450/255488/64422/23113/246184/8454/6500/10910/7335/10956/80325/26235/9820/7320/8816/7321/90390/23588/7126/8697/553115/51529/25847/8451/51434/23014/8507/10210/6400/54442/81858/10336/8535/79184/55827/26224/7332/57414/26269/116138/8445/899/59349/648/7322/84447/127544/23510/80344/57643",62
"CC","GO:0045335","phagocytic vesicle","34/2507","138/19594",0.000106246682205494,0.00081601833240302,0.000556887113459073,"1535/3136/23673/3135/10890/71/112936/567/5868/10435/9367/5880/4688/1755/3799/8773/2923/51762/6850/533/8673/3105/19/219972/7879/81622/11031/811/998/51715/1520/8724/3107/1536",34
"CC","GO:0019774","proteasome core complex, beta-subunit complex","7/2507","11/19594",0.000114678158532331,0.000871788041903948,0.000594946837498561,"5699/5698/5689/5696/5691/5690/5693",7
"CC","GO:0031968","organelle outer membrane","50/2507","232/19594",0.000130162224443672,0.00097950360818723,0.000668456718833532,"5320/51703/56993/5366/8165/578/23788/10204/7416/80777/9927/2023/10953/4580/3032/7314/10857/3429/4257/2710/5880/597/54884/4976/80347/10280/7316/599/65018/7417/10456/598/1386/3313/10128/3710/445/55177/29984/1717/10989/80342/1528/4128/55288/100188893/54927/55847/666/55156",50
"CC","GO:0009925","basal plasma membrane","53/2507","251/19594",0.000144780033290226,0.00107861124801218,0.000736092169254515,"4072/1366/481/1048/9053/7430/6768/682/960/9843/8884/1364/3784/9914/302/1015/1741/6513/3248/4640/81539/3326/4233/23428/51248/952/23516/4486/2683/83481/4035/7039/360/8573/1525/5155/1499/1832/6510/4070/366/6558/8140/27347/123264/364/64116/483/23513/6522/5031/2348/3949",53
"CC","GO:0019867","outer membrane","50/2507","234/19594",0.000162440581545247,0.00119820032921989,0.000817705063953666,"5320/51703/56993/5366/8165/578/23788/10204/7416/80777/9927/2023/10953/4580/3032/7314/10857/3429/4257/2710/5880/597/54884/4976/80347/10280/7316/599/65018/7417/10456/598/1386/3313/10128/3710/445/55177/29984/1717/10989/80342/1528/4128/55288/100188893/54927/55847/666/55156",50
"CC","GO:0045121","membrane raft","65/2507","326/19594",0.000164120724109106,0.00119872489667925,0.000818063052060867,"7070/6385/481/7430/682/292/114569/23673/8915/836/55600/30968/5573/6714/23603/7416/2773/3784/5359/302/3689/6386/5912/5538/5868/3643/1947/57126/3945/914/6513/4640/54209/1509/203068/973/28956/999/1200/2026/3937/23180/84790/19/5230/1525/7046/9368/1499/2185/6281/6404/9495/6610/871/55004/6469/4923/330/3688/925/962/23624/1495/10287",65
"CC","GO:0031528","microvillus membrane","11/2507","26/19594",0.000179202910235342,0.00128750912185204,0.000878653346315135,"7430/6286/1800/54825/8842/23428/53841/9368/1499/8140/5794",11
"CC","GO:0098857","membrane microdomain","65/2507","327/19594",0.000179732817010218,0.00128750912185204,0.000878653346315135,"7070/6385/481/7430/682/292/114569/23673/8915/836/55600/30968/5573/6714/23603/7416/2773/3784/5359/302/3689/6386/5912/5538/5868/3643/1947/57126/3945/914/6513/4640/54209/1509/203068/973/28956/999/1200/2026/3937/23180/84790/19/5230/1525/7046/9368/1499/2185/6281/6404/9495/6610/871/55004/6469/4923/330/3688/925/962/23624/1495/10287",65
"CC","GO:0045177","apical part of cell","80/2507","424/19594",0.000210311688864696,0.00149221150670665,0.00101835133555537,"4072/7070/481/1048/762/1535/1811/4645/2168/4680/1087/7430/80736/56667/6781/1508/10083/114569/960/1513/8884/1364/1800/4008/54825/55630/22931/71/343/3784/22802/760/53405/8842/7412/10327/6513/4640/81539/3326/23428/3775/53841/9550/705/2195/6523/405753/23516/5159/103910/23370/11309/9368/10519/1499/10456/5800/5728/4582/3710/5327/2191/998/528/4935/91703/6558/8140/113278/27347/5794/64116/84612/483/5002/6522/5031/2348/3949",80
"CC","GO:0001772","immunological synapse","15/2507","44/19594",0.000231299794709689,0.00162564478357282,0.00110941212358272,"3122/7430/8915/30968/963/5573/259307/916/3123/3958/3002/10015/396/23513/9306",15
"CC","GO:0016323","basolateral plasma membrane","48/2507","226/19594",0.000251774410339582,0.00175300874488774,0.00119633094140696,"4072/1366/481/1048/9053/7430/6768/682/960/9843/8884/3784/9914/302/1015/1741/6513/3248/4640/81539/3326/23428/51248/952/23516/2683/83481/4035/7039/360/8573/1525/5155/1499/1832/366/6558/8140/27347/123264/364/64116/483/23513/6522/5031/2348/3949",48
"CC","GO:0022624","proteasome accessory complex","10/2507","23/19594",0.000270015227794084,0.00186260504357956,0.001271124317978,"5721/5707/5713/5720/5705/5704/5717/5708/5714/10213",10
"CC","GO:0005782","peroxisomal matrix","16/2507","50/19594",0.000331049746739914,0.00222191046235348,0.001516330276675,"3417/2168/6342/25824/847/2053/10005/8443/5264/10901/1891/4843/8310/8309/51/1962",16
"CC","GO:0031907","microbody lumen","16/2507","50/19594",0.000331049746739914,0.00222191046235348,0.001516330276675,"3417/2168/6342/25824/847/2053/10005/8443/5264/10901/1891/4843/8310/8309/51/1962",16
"CC","GO:0071005","U2-type precatalytic spliceosome","16/2507","50/19594",0.000331049746739914,0.00222191046235348,0.001516330276675,"6628/4236/10283/84950/9092/26121/10291/10262/55110/6637/23451/9128/10992/23658/25804/6627",16
"CC","GO:0098862","cluster of actin-based cell projections","36/2507","158/19594",0.000357497929930713,0.00237799962319983,0.00162285244508021,"762/1811/7430/1192/10083/55600/10096/8884/27131/7429/54825/5357/53405/51181/4640/79784/3326/3775/53841/3620/4354/6523/103910/5824/2683/10672/54407/9368/2059/389/3710/832/8195/2348/4637/10287",36
"CC","GO:0043202","lysosomal lumen","25/2507","97/19594",0.000400364547314508,0.00263957157300273,0.00180136074851334,"6385/6382/8635/10437/2629/1508/1513/3312/972/4060/410/5660/5538/427/2720/1509/5476/2517/1200/5159/4758/1462/10082/1520/3988",25
"CC","GO:0044194","cytolytic granule","7/2507","13/19594",0.00047164772938902,0.00306429481918467,0.00209121073495753,"6813/4818/1992/5552/811/3002/127544",7
"CC","GO:0045178","basal part of cell","54/2507","269/19594",0.00047301195195468,0.00306429481918467,0.00209121073495753,"4072/1366/481/1048/9053/7430/6768/682/960/9843/8884/1364/3784/9914/302/1015/1741/6513/3248/4640/81539/3326/4233/23428/51248/952/23516/4486/2683/83481/4035/7039/360/8573/1525/5155/1499/1832/2191/6510/4070/366/6558/8140/27347/123264/364/64116/483/23513/6522/5031/2348/3949",54
"CC","GO:0033116","endoplasmic reticulum-Golgi intermediate compartment membrane","21/2507","77/19594",0.000504345094013717,0.00323911288827775,0.00221051434127609,"54732/51006/5265/374/10945/3998/10134/11018/81671/10960/9570/7039/64689/811/6836/10652/1075/147007/6811/2348/10972",21
"CC","GO:0030120","vesicle coat","16/2507","52/19594",0.000542714140408942,0.00345574388550993,0.00235835294482698,"9632/22820/1173/1315/22818/6396/1175/10483/1314/25977/553115/1174/56681/8906/59349/1213",16
"CC","GO:0000835","ER ubiquitin ligase complex","6/2507","10/19594",0.000577575777559997,0.0036465589345949,0.00248857360001319,"91319/550/10956/6400/57414/84447",6
"CC","GO:0030057","desmosome","10/2507","25/19594",0.000605516494886094,0.00379083856042134,0.0025870364177796,"3728/79983/2683/7317/1829/64065/1832/1830/5318/2125",10
"CC","GO:0005635","nuclear envelope","86/2507","479/19594",0.000660878605918077,0.00407459890403107,0.00278068706555564,"28959/53371/1104/1192/11277/5905/51649/3930/2597/27101/327/9972/10204/4008/5901/307/2023/54788/6386/3429/142/80789/4646/55379/6396/3643/10885/7329/29082/10682/5880/5119/203068/26031/54884/1434/9798/8815/27243/8086/23534/10280/23588/5356/1070/51246/10434/7341/595/8904/25972/4085/10456/23636/598/274/3204/57142/8480/10128/3710/54894/63891/811/1717/6676/4000/27348/5987/29107/147138/55795/113278/241/27433/6434/5002/1984/23190/51374/1536/199857/3300/25/666/590",86
"CC","GO:0098858","actin-based cell projection","45/2507","217/19594",0.000661780493137931,0.00407459890403107,0.00278068706555564,"3936/7430/10083/72/960/6286/3135/7429/1800/54825/5357/1179/8842/10123/7412/4646/51181/84168/4640/58530/3636/7040/5156/23428/26031/53841/70/4354/2195/8639/2683/1525/9368/2059/10519/1499/389/221178/998/8140/5756/5794/3688/10006/7408",45
"CC","GO:0005741","mitochondrial outer membrane","43/2507","205/19594",0.00067347728141751,0.00407919166387029,0.00278382136863207,"5320/51703/56993/5366/8165/578/23788/7416/80777/9927/10953/4580/3032/7314/10857/3429/4257/2710/5880/597/4976/80347/7316/599/65018/7417/10456/598/1386/3313/445/55177/29984/10989/80342/1528/4128/55288/100188893/54927/55847/666/55156",43
"CC","GO:0030658","transport vesicle membrane","43/2507","205/19594",0.00067347728141751,0.00407919166387029,0.00278382136863207,"762/3122/9632/80331/3136/3118/114569/23673/374/3115/3135/3127/972/3119/567/3113/5868/6396/10483/3998/3117/3105/3123/553115/9570/7039/9144/7879/11021/598/274/808/3120/1174/56681/8906/5861/6811/3107/59349/2348/10972/1213",43
"CC","GO:0071011","precatalytic spliceosome","16/2507","53/19594",0.000686194294427927,0.00412269959152263,0.0028135131087325,"6628/4236/10283/84950/9092/26121/10291/10262/55110/6637/23451/9128/10992/23658/25804/6627",16
"CC","GO:0005791","rough endoplasmic reticulum","21/2507","79/19594",0.000729957140293805,0.00435054455615108,0.00296900462115291,"762/6185/5315/2752/6726/10952/653509/29927/7317/6184/2161/23480/6748/255738/81502/6780/1536/6141/6124/6100/6228",21
"CC","GO:0032994","protein-lipid complex","13/2507","39/19594",0.000761977127743964,0.00450534095372423,0.00307464455054582,"6288/55937/51599/344/341/1622/3069/6289/274/5360/8504/7941/3949",13
"CC","GO:0016328","lateral plasma membrane","18/2507","64/19594",0.000834466602919729,0.0048846938901021,0.00333353182468289,"4072/481/3728/1365/5518/23603/1364/2706/4640/29899/999/128239/2705/1499/5800/4070/6558/8312",18
"CC","GO:0000153","cytoplasmic ubiquitin ligase complex","7/2507","14/19594",0.000839249420044388,0.0048846938901021,0.00333353182468289,"91319/550/64422/10956/6400/57414/84447",7
"CC","GO:0098644","complex of collagen trimers","9/2507","22/19594",0.000937828705330447,0.00540254118130062,0.00368693379098297,"1282/1278/1289/4060/1290/1281/1277/1300/1284",9
"CC","GO:0005666","RNA polymerase III complex","8/2507","18/19594",0.000942725306804135,0.00540254118130062,0.00368693379098297,"5434/171568/5440/51082/5441/5437/55718/10621",8
"CC","GO:0030496","midbody","42/2507","203/19594",0.00102868759616681,0.00585016991713186,0.00399241549978762,"822/3309/26354/54443/5901/2773/51646/55165/302/387/983/11104/3603/29082/6513/5119/5899/55770/7184/9798/11336/27243/2669/7251/2664/23170/1500/23636/10210/55143/29127/998/127829/10015/26073/11064/2079/9212/6840/5898/10899/64780",42
"CC","GO:0005832","chaperonin-containing T-complex","6/2507","11/19594",0.0011330529203932,0.00639488201282525,0.00436415120055753,"6950/10574/10575/7203/908/22948",6
"CC","GO:0030670","phagocytic vesicle membrane","20/2507","77/19594",0.00131892922727659,0.00738798702497036,0.00504189012089112,"1535/3136/3135/10890/567/5868/9367/5880/1755/8773/51762/533/8673/3105/7879/11031/811/51715/3107/1536",20
"CC","GO:0005911","cell-cell junction","87/2507","497/19594",0.00136561367267479,0.00754457289072906,0.0051487512627653,"4072/1366/481/3875/7430/3728/5097/7855/26872/60/1365/10096/963/9075/6282/1364/1308/51599/79983/1982/10890/71/302/29964/2706/387/6386/5912/5777/117178/64236/9948/85456/1741/27352/102/5499/914/6513/8773/122786/51248/286676/30011/999/4354/794/2195/3937/916/50848/79778/128239/23268/2683/83481/7317/360/8573/1525/7046/2705/595/1829/1500/23607/1499/92359/64065/1832/1830/998/10015/26073/7414/23767/5756/57669/3688/364/84612/23513/9618/7408/5318/2125/1495",87
"CC","GO:0030687","preribosome, large subunit precursor","9/2507","23/19594",0.00136713736946097,0.00754457289072906,0.0051487512627653,"3692/23481/84261/51388/81887/10969/23246/117246/90441",9
"CC","GO:0005847","mRNA cleavage and polyadenylation specificity factor complex","7/2507","15/19594",0.00140041461584056,0.00767138888824424,0.00523529612578166,"11052/29894/79869/23283/1478/55339/51692",7
"CC","GO:0005838","proteasome regulatory particle","8/2507","19/19594",0.00144682016587244,0.00781073205489107,0.0053303900847932,"5707/5713/5705/5704/5717/5708/5714/10213",8
"CC","GO:0005849","mRNA cleavage factor complex","8/2507","19/19594",0.00144682016587244,0.00781073205489107,0.0053303900847932,"11052/29894/1477/79869/23283/1478/55339/51692",8
"CC","GO:0031093","platelet alpha granule lumen","18/2507","67/19594",0.00148990798140998,0.00798547802985927,0.00544964449088241,"226/5265/6678/2/3671/7040/7114/51368/5155/5552/83706/2162/5768/81/1675/710/10916/7076",18
"CC","GO:0032432","actin filament bundle","20/2507","78/19594",0.00156402709579205,0.00832285847403625,0.00567988787419217,"3611/1535/10398/3936/7168/7429/5357/29964/7170/64236/79784/79778/4486/103910/4638/4082/57175/81/10529/2275",20
"CC","GO:0001726","ruffle","37/2507","177/19594",0.00163495692254365,0.00863860217939729,0.00589536538699949,"822/3936/7430/7168/199/2017/27131/6714/7429/6282/23603/378/79574/6188/5341/387/1072/5868/4646/6285/55612/10253/9368/2059/10519/23607/221178/2191/5756/57669/3688/26751/81848/1915/4830/25/54869",37
"CC","GO:0070821","tertiary granule membrane","19/2507","73/19594",0.00167730164118219,0.00879992762451217,0.00600546102810226,"1535/5328/963/1315/3689/9725/5912/57126/8655/102/8773/2207/28956/5269/8673/10288/11314/1536/4893",19
"CC","GO:0005902","microvillus","22/2507","90/19594",0.00183117096590647,0.0095400165706316,0.00651053055968218,"7430/10083/960/6286/7429/1800/54825/1179/8842/7412/4646/51181/4640/7040/5156/23428/53841/8639/9368/1499/8140/5794",22
"CC","GO:0000974","Prp19 complex","6/2507","12/19594",0.00202136817761156,0.0102443489273511,0.0069911982082806,"3312/56259/56949/5356/51503/51340",6
"CC","GO:0005583","fibrillar collagen trimer","6/2507","12/19594",0.00202136817761156,0.0102443489273511,0.0069911982082806,"1278/1289/4060/1290/1281/1277",6
"CC","GO:0034709","methylosome","6/2507","12/19594",0.00202136817761156,0.0102443489273511,0.0069911982082806,"1207/79084/6628/3276/6637/2079",6
"CC","GO:0098643","banded collagen fibril","6/2507","12/19594",0.00202136817761156,0.0102443489273511,0.0069911982082806,"1278/1289/4060/1290/1281/1277",6
"CC","GO:0022627","cytosolic small ribosomal subunit","13/2507","43/19594",0.00209885643095015,0.0105651894666072,0.00721015402666375,"3040/6188/9636/6223/6194/8705/6222/6203/6205/6204/6208/6228/6201",13
"CC","GO:0035579","specific granule membrane","22/2507","91/19594",0.00212866943131912,0.01060258110926,0.00723567174252573,"1535/80331/5329/5328/963/3689/9725/10857/5912/1084/57126/102/719/8773/28956/8673/10555/55004/9761/54918/1536/51382",22
"CC","GO:0015935","small ribosomal subunit","18/2507","69/19594",0.00213474787434765,0.01060258110926,0.00723567174252573,"3040/51116/6188/64969/9636/6223/51081/6194/8705/6222/55173/6203/6205/6204/6208/64965/6228/6201",18
"CC","GO:0005581","collagen trimer","21/2507","86/19594",0.00232993385367187,0.0114953690131493,0.00784494981752187,"713/714/712/1282/1278/1289/1308/1292/4060/1303/115908/1291/653509/1290/1281/11117/1277/1306/1300/55339/1284",21
"CC","GO:0031256","leading edge membrane","36/2507","175/19594",0.00249702912460199,0.0122387282751874,0.00835225115777534,"7070/3936/7430/7168/199/26499/960/6714/23603/378/79574/6188/5341/387/1072/4646/3643/84168/55612/10253/2059/10519/25800/221178/2191/998/9495/5756/57669/3688/26751/81848/1915/7408/4830/54869",36
"CC","GO:0031902","late endosome membrane","32/2507","152/19594",0.00288607808116007,0.0140081357409253,0.00955977331383531,"3122/968/3108/3127/23555/967/302/3109/9516/29082/10410/5119/309/57231/10581/28956/55745/27243/285195/9741/7251/23531/8673/23516/3123/9528/9570/55697/7879/54602/127829/55004",32
"CC","GO:0005938","cell cortex","57/2507","310/19594",0.00289564148201678,0.0140081357409253,0.00955977331383531,"3880/10398/4645/2168/7430/60/2017/22919/54443/23603/5357/10487/2023/53405/387/3059/4646/9948/6513/4640/4691/5880/29899/55770/11336/999/5216/4354/2026/103910/54874/390/8976/1500/2059/1499/9322/389/10456/2185/4082/3993/29984/2037/832/81/4843/80762/10539/364/84612/3918/8312/11034/391/1915/6242",57
"CC","GO:0030175","filopodium","24/2507","105/19594",0.00305664963120952,0.0146916385500071,0.0100262259550031,"3936/7430/72/3135/7429/10123/7412/4646/84168/58530/3636/26031/70/2195/2683/1525/9368/10519/221178/998/5756/3688/10006/7408",24
"CC","GO:0005680","anaphase-promoting complex","8/2507","21/19594",0.00307748472121091,0.0146969622903982,0.0100298591116388,"11065/991/246184/9820/8697/51529/25847/51434",8
"CC","GO:0016235","aggresome","11/2507","35/19594",0.00323867281381809,0.0151885728424078,0.0103653559630985,"5905/8878/10537/9695/3303/55437/3304/22803/140545/51567/7541",11
"CC","GO:0090543","Flemming body","11/2507","35/19594",0.00323867281381809,0.0151885728424078,0.0103653559630985,"822/55165/3603/55770/9798/7251/23636/29127/10015/11064/5898",11
"CC","GO:0042641","actomyosin","19/2507","77/19594",0.00324158802945348,0.0151885728424078,0.0103653559630985,"3611/1535/10398/3936/7168/29964/7170/64236/79784/79778/4486/103910/4638/57175/81/10015/10529/399687/2275",19
"CC","GO:0032588","trans-Golgi network membrane","23/2507","100/19594",0.00339215069223409,0.015794701660715,0.0107790051601912,"3122/4074/3118/10053/3115/3127/972/3119/9914/3113/10066/9367/3117/3123/6293/162/5870/90196/11031/3120/1174/666/1213",23
"CC","GO:0005776","autophagosome","25/2507","112/19594",0.00354960312745719,0.0164251821736373,0.0112092730340754,"2512/8878/550/2495/3312/6185/5305/79837/29082/5119/81631/58476/6737/51368/10133/27243/81671/643246/11337/7879/55054/51715/29982/8031/53349",25
"CC","GO:0030117","membrane coat","20/2507","84/19594",0.00399277774041577,0.0182491988749064,0.0124540629552523,"9632/22820/1173/1315/22818/6396/1175/29082/10483/1314/10947/55745/25977/27243/553115/1174/56681/8906/59349/1213",20
"CC","GO:0048475","coated membrane","20/2507","84/19594",0.00399277774041577,0.0182491988749064,0.0124540629552523,"9632/22820/1173/1315/22818/6396/1175/29082/10483/1314/10947/55745/25977/27243/553115/1174/56681/8906/59349/1213",20
"CC","GO:0030137","COPI-coated vesicle","8/2507","22/19594",0.00430014530171401,0.0195341966449813,0.0133310024436962,"22820/1315/10945/22818/1314/84317/147007/10972",8
"CC","GO:0018995","host cellular component","5/2507","10/19594",0.00492548319772203,0.0221053312186923,0.0150856587476204,"3838/9972/6993/558/3434",5
"CC","GO:0043657","host cell","5/2507","10/19594",0.00492548319772203,0.0221053312186923,0.0150856587476204,"3838/9972/6993/558/3434",5
