Type	ID	Name	Description	Target	MoA
cp	BRD-A49358627	ciprofibrate	PPAR receptor agonist	PPARA, LPL	PPAR receptor agonist
cp	BRD-K54142781	cirazoline	Adrenergic receptor agonist	ADRA1A	Adrenergic receptor agonist
cp	BRD-K06895174	cisapride	Serotonin receptor agonist	HTR4, KCNH2, CYP2B6, CYP2C8, CYP3A5, CYP3A7, HTR2A, HTR3A	Serotonin receptor agonist
cp	BRD-A47598013	citalopram	Serotonin reuptake inhibitor	SLC6A4, SLC6A2	Serotonin reuptake inhibitor
cp	BRD-K93034159	cladribine	Adenosine deaminase inhibitor	ADA, PNP, POLA1, POLE, POLE2, POLE3, POLE4, RRM1, RRM2, RRM2B	Adenosine deaminase inhibitor, Ribonucleoside reductase inhibitor
cp	BRD-K49668410	clarithromycin	Bacterial 50S ribosomal subunit inhibitor	CYP2C19, CYP3A4, CYP3A5, CYP3A7	Bacterial 50S ribosomal subunit inhibitor
cp	BRD-K17294426	clebopride	Dopamine receptor antagonist	DRD2, ACHE	Dopamine receptor antagonist
cp	BRD-K30240666	clemastine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K09255212	clioquinol	Chelating agent	OPRK1	Chelating agent
cp	BRD-K71430621	clobenpropit	Histamine receptor antagonist	HRH3, HRH4, HRH1, HRH2	Histamine receptor antagonist
cp	BRD-A26095496	clobetasol	Glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist
cp	BRD-K38003476	clocortolone	Glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist, Steroid
cp	BRD-A82371568	clofarabine	Ribonucleoside reductase inhibitor	RRM1, POLA1, RRM2, SLC22A8	Ribonucleoside reductase inhibitor
cp	BRD-K56614220	clofazimine	GK0582 inhibitor		GK0582 inhibitor
cp	BRD-K45252063	clofibrate	PPAR receptor agonist	PPARA, LPL	PPAR receptor agonist
cp	BRD-K19111024	clofibric-acid	PPAR receptor agonist	PPARA	PPAR receptor agonist
cp	BRD-K50422030	clomethiazole	GABA receptor antagonist	GABRA1	GABA receptor antagonist, GABA receptor modulator
cp	BRD-K29950728	clomifene	Estrogen receptor antagonist	ESR1, AR	Estrogen receptor antagonist
cp	BRD-K52989797	clomipramine	Serotonin transporter inhibitor (SERT)	SLC6A4, SLC6A2, CYP2C19, GSTP1, HTR2A, HTR2B, HTR2C, SLC6A3	Serotonin transporter inhibitor (SERT)
cp	BRD-K98530306	clonidine	Adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D	Adrenergic receptor agonist
cp	BRD-K27721098	clopidogrel	Purinergic receptor antagonist	P2RY12, CYP2B6, CYP2C19, CYP3A5	Purinergic receptor antagonist
cp	BRD-K15916496	clotrimazole	Cytochrome P450 inhibitor	KCNN4, CYP3A4, CYP51A1, NR1I2, NR1I3, TRPM2, TRPM4, TRPM8	Cytochrome P450 inhibitor, Imidazoline receptor ligand
cp	BRD-K37289225	clozapine	Dopamine receptor antagonist	DRD2, DRD4, ADRA1A, ADRA1B, CHRM1, DRD1, DRD3, HRH1, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR6, HTR7, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CALY, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD5, HTR1F, HTR2B, HTR3A, HTR5A	Dopamine receptor antagonist, Serotonin receptor antagonist
cp	BRD-K90864987	cobalt(II)-chloride	HSP inducer	HIF1A	HSP inducer
cp	BRD-A55416093	colforsin	Adenylyl cyclase activator	ADCY2, ADCY5, GNAS	Adenylyl cyclase activator, Adenylate cyclase stimulant
cp	BRD-K73589401	corticosterone	mineralocorticoid receptor agonist	HSD11B1, NR3C2, NCOA1	mineralocorticoid receptor agonist
cp	BRD-A54487287	cortisone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-K43736954	cortisone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-K06467078	corynanthine	Adrenergic receptor antagonist		Adrenergic receptor antagonist
cp	BRD-K13642330	cosmosiin	Cytochrome P450 inhibitor		Cytochrome P450 inhibitor
cp	BRD-K94144010	cotinine	Nicotine metabolite		Nicotine metabolite
cp	BRD-K96271548	coumaric-acid	Antioxidant		Antioxidant
cp	BRD-K23913458	coumarin	Vitamin K antagonist	CA1, CA12, CA14, CA2, CA4, CA6, CA9, CYP2A6	Vitamin K antagonist
cp	BRD-K97509413	coumestrol	Estrogen receptor agonist	ESR1, ESR2	Estrogen receptor agonist
cp	BRD-K78431006	crizotinib	ALK inhibitor	ALK, MET, CYP2B6, CYP3A5, MST1R, ROS1	ALK inhibitor
cp	BRD-A76093993	cromakalim	Potassium channel activator	KCNJ8, ABCC9, KCNJ5	Potassium channel activator
cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant	KCNMA1, S100P	Immunosuppressant
cp	BRD-K57179821	crotamiton	Antipruritic		Antipruritic
cp	BRD-A28105619	cucurbitacin-i	JAK inhibitor	JAK2, STAT3	JAK inhibitor, Lipocortin synthesis stimulant, STAT inhibitor
cp	BRD-K69690935	curcumin	Cyclooxygenase inhibitor	PTGS1, PTGS2, APP, CA1, CA12, CA14, CA2, CA4, CA6, CA9, CCND1, CYP3A4, DNMT1, DNMT3B, EP300, G6PC, MAPT, MMP13, MMP9, NOS2, XDH	Cyclooxygenase inhibitor, Histone acetyltransferase inhibitor, Lipoxygenase inhibitor, NFkB pathway inhibitor
cp	BRD-K40965114	cyanopindolol	Adrenergic receptor antagonist	HTR1D	Adrenergic receptor antagonist
cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist	ADRA1B, ADRA1A, ADRA1D	Adrenergic receptor antagonist
cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor	GSK3B, RPL3	Protein synthesis inhibitor
cp	BRD-A02333338	cyclopamine	Smoothened receptor antagonist	SMO, DHH, IHH, PTCH1	Smoothened receptor antagonist
cp	BRD-A41250306	cyclopenthiazide	Thiazide diuretic		Thiazide diuretic
cp	BRD-A77291778	cyclopentolate	Acetylcholine receptor antagonist	CHRM1	Acetylcholine receptor antagonist
cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent	BCL2, CYP2B6, CYP2C19, CYP3A5, LGALS1	DNA alkylating agent
cp	BRD-A10420615	cyclopiazonic-acid	ATPase inhibitor	ATP2A1	ATPase inhibitor
cp	BRD-K87226815	cycloserine	Bacterial cell wall synthesis inhibitor	GRIN1	Bacterial cell wall synthesis inhibitor
cp	BRD-A38030642	cyclosporin-a	Calcineurin inhibitor	PPIA, ABCB11, CAMLG, CYP3A5, CYP3A7, FPR1, PPID, PPIF, PPP3CA, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3	Calcineurin inhibitor
cp	BRD-A71459254	cymarin	ATPase inhibitor	ATP1A1	ATPase inhibitor
cp	BRD-K28143534	cyproheptadine	Histamine receptor antagonist	HRH1, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HTR2A, HTR2B, HTR2C, HTR6, HTR7	Histamine receptor antagonist
cp	BRD-A39290993	cyproterone	Androgen receptor antagonist	AR, ADORA1, ESR1	Androgen receptor antagonist, Progesterone receptor agonist, Testosterone receptor antagonist
cp	BRD-K33106058	cytarabine	Ribonucleotide reductase inhibitor	POLB, POLA1	Ribonucleotide reductase inhibitor
cp	BRD-K26664453	cytochalasin-b	Microtubule inhibitor	ACTB	Microtubule inhibitor
cp	BRD-K25504083	cytochalasin-d	Actin polymerization inhibitor	ACTB	Actin polymerization inhibitor
cp	BRD-K86191271	cytosporone-b	NUR77 receptor agonist	NR4A1	NUR77 receptor agonist
cp	BRD-K56957086	dacinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor
cp	BRD-A73909368	dactinomycin	RNA polymerase inhibitor	POLR2A	RNA polymerase inhibitor
cp	BRD-K12184916	dactolisib	MTOR inhibitor	MTOR, PIK3CA, PIK3CG, PIK3CD, ATR, PIK3CB	MTOR inhibitor, PI3K inhibitor, Protein kinase inhibitor
cp	BRD-K42095107	daidzein	Estrogen receptor agonist	ESRRA, ESRRB, ESRRG, TRPC5	Estrogen receptor agonist
cp	BRD-K93325701	damnacanthal	SRC inhibitor		SRC inhibitor
cp	BRD-A92537424	danazol	Estrogen receptor antagonist	ESR1, GNRHR, AR, CCL2, CYP2C8, GNRHR2, PGR, TNF	Estrogen receptor antagonist, Progesterone receptor agonist
cp	BRD-K17823458	danoprevir	HCV inhibitor		HCV inhibitor
cp	BRD-K81272440	dantrolene	Calcium channel blocker	RYR1, RYR3	Calcium channel blocker
cp	BRD-K10065684	dantron	Laxative		Laxative
cp	BRD-K07881437	danusertib	Aurora kinase inhibitor	AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, BCR, SLK	Aurora kinase inhibitor, Growth factor receptor inhibitor
cp	BRD-K61269089	daphnetin	Protein kinase inhibitor		Protein kinase inhibitor
cp	BRD-K62363391	dapsone	Bacterial antifolate	DHFR	Bacterial antifolate
cp	BRD-K35723520	darinaparsin	Apoptosis stimulant		Apoptosis stimulant
cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor	ABL1, FYN, LCK, SRC, KIT, YES1, BCR, EPHA2, LYN, PDGFRB, ABL2, BTK, DDR1, DDR2, PDGFRA, STAT5B	BCR-ABL kinase inhibitor, Ephrin inhibitor, KIT inhibitor, PDGFR receptor inhibitor, SRC inhibitor, Tyrosine kinase inhibitor
cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor	TOP2A, TOP2B	RNA synthesis inhibitor, Topoisomerase inhibitor
cp	BRD-K23623876	decafluorobutane	Contrast agent	GRM5	Contrast agent
cp	BRD-K79254416	decitabine	DNA methyltransferase inhibitor	DNMT1	DNA methyltransferase inhibitor
cp	BRD-K06878038	deferiprone	Chelating agent	CYP4F2	Chelating agent
cp	BRD-K29733039	deforolimus	MTOR inhibitor	MTOR	MTOR inhibitor
cp	BRD-K61401890	deguelin	NADH-ubiquinone oxidoreductase (Complex I) inhibitor	AKT1, PTGS2	NADH-ubiquinone oxidoreductase (Complex I) inhibitor
cp	BRD-A64125466	dehydrocholic-acid	choleretic agent		choleretic agent
cp	BRD-K90976994	dehydrocholic-acid	Bile acid		Bile acid
cp	BRD-K96527333	dehydroisoandosterone	GABA receptor modulator		GABA receptor modulator
cp	BRD-A88282067	delcorine	Antiarrhythmic		Antiarrhythmic, Ganglionic blocker
cp	BRD-A99177642	deltaline	Acetylcholine receptor antagonist	CHRNA7	Acetylcholine receptor antagonist
cp	BRD-A75368507	demeclocycline	Bacterial 30S ribosomal subunit inhibitor		Bacterial 30S ribosomal subunit inhibitor
cp	BRD-K37792168	denbufylline	Phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4D	Phosphodiesterase inhibitor
cp	BRD-K41170226	deoxycholic-acid	G protein-coupled receptor agonist	GPBAR1, EFTUD1, FPR1	G protein-coupled receptor agonist, Biliverdin reductase A activator, Unidentified pharmacological activity
cp	BRD-K60274257	dephostatin	Tyrosine phosphatase inhibitor	PTPN1, PTPN6	Tyrosine phosphatase inhibitor
cp	BRD-K94070024	depomedrol	Glucocorticoid receptor agonist		Glucocorticoid receptor agonist
cp	BRD-K07888107	depudecin	HDAC inhibitor	HDAC1, HDAC2	HDAC inhibitor
cp	BRD-K68558722	deracoxib	Cyclooxygenase inhibitor	PTGS2	Cyclooxygenase inhibitor
cp	BRD-K60762818	desipramine	Tricyclic antidepressant	SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, SMPD1	Tricyclic antidepressant
cp	BRD-K82357231	desloratadine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K10042277	desmethylclozapine	Acetylcholine receptor agonist	CHRM1, DRD2, DRD3, HTR2A	Acetylcholine receptor agonist
cp	BRD-K30697463	desoximetasone	Glucocorticoid receptor agonist	NR3C1, PLA2G1B	Glucocorticoid receptor agonist
cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist		Mineralocorticoid receptor agonist
cp	BRD-K98521173	desoxycortone	Mineralocorticoid receptor agonist	NR3C1, NR3C2	Mineralocorticoid receptor agonist
cp	BRD-K13819402	desoxypeganine	Acetylcholinesterase inhibitor	ACHE, MAOA	Acetylcholinesterase inhibitor, Monoamine oxidase inhibitor
cp	BRD-K31238592	devazepide	CCK receptor antagonist	CCKAR, CCKBR, GAST	CCK receptor antagonist
cp	BRD-A93424738	dexamethasone	Glucocorticoid receptor agonist	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2	Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Glucocorticoid receptor modulator, Corticosteroid agonist
cp	BRD-A35108200	dexamethasone	Glucocorticoid receptor agonist	ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2	Glucocorticoid receptor agonist
cp	BRD-K22947005	dexbrompheniramine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist		Histamine receptor antagonist
cp	BRD-K43764301	dexketoprofen	Cyclooxygenase inhibitor	CXCR1, PTGS1, PTGS2, SLC5A8	Cyclooxygenase inhibitor
cp	BRD-K33211335	dextromethorphan	Glutamate receptor antagonist	SIGMAR1, CHRNA2, CHRNA3, CHRNA4, CHRNA7, CHRNB2, CHRNB4, CYBA, CYBB, CYP3A5, GRIN1, GRIN3A, NCF1, NCF2, NCF4, OPRD1, OPRK1, OPRM1, PGRMC1, RAC1, RAC2, SLC6A2, SLC6A4	Glutamate receptor antagonist, Sigma receptor agonist
cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist	OPRM1, OPRK1, OPRD1, GRIN1, HTR1A, SLC6A2	Glutamate receptor antagonist
cp	BRD-K16508793	diazepam	Benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, ADRA1A, CYP2C19, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3, TSPO	Benzodiazepine receptor agonist
cp	BRD-K73109821	diazoxide	Potassium channel activator	ATP1A1, CA1, CA2, KCNJ11, KCNMA1, SLC12A3	Potassium channel activator
cp	BRD-K79145749	dibenzepin	Norepinephrine reuptake inhibitor		Norepinephrine reuptake inhibitor
cp	BRD-K01555864	dibenzoylmethane	Antineoplastic		Antineoplastic
cp	BRD-A06726973	dibutyrylcyclic-gmp	cGMP analog		cGMP analog
cp	BRD-K13664374	dichloroacetic-acid	Pyruvate dehydrogenase kinase inhibitor	PDK1	Pyruvate dehydrogenase kinase inhibitor
cp	BRD-K12906962	dichlorobenzamil	Sodium/calcium exchange inhibitor		Sodium/calcium exchange inhibitor
cp	BRD-K08252256	diclofenac	Cyclooxygenase inhibitor	PTGS1, PTGS2, AKR1C3, ALOX5, ASIC1, ASIC3, CYP2C8, KCNQ2, KCNQ3, PLA2G2A, PPARG, SCN4A	Cyclooxygenase inhibitor
cp	BRD-K71499074	diclofenamide	Carbonic anhydrase inhibitor	CA1, CA2, CA4, CA12, CA7	Carbonic anhydrase inhibitor
cp	BRD-K05673000	dicloxacillin	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K29178788	dictamnine	Furoquinoline alkaloid		Furoquinoline alkaloid
cp	BRD-K81521265	dicyclohexylurea	Epoxide hydolase inhibitor	EPHX2	Epoxide hydolase inhibitor
cp	BRD-K68507560	dicycloverine	Acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3	Acetylcholine receptor antagonist
cp	BRD-K99063460	didanosine	Nucleoside reverse transcriptase inhibitor	PNP	Nucleoside reverse transcriptase inhibitor
cp	BRD-K95309561	dienestrol	Estrogen receptor agonist	ESR1	Estrogen receptor agonist
cp	BRD-K45542189	diethylcarbamazine	Lipoxygenase inhibitor	ALOX5, PTGS1	Lipoxygenase inhibitor
cp	BRD-K45330754	diethylstilbestrol	Estrogen receptor agonist	ESR1, ESR2, ESRRG, ESRRB	Estrogen receptor agonist
cp	BRD-K94080537	diethyltoluamide	DEET activator of fly antenna ionotropic receptor IR40a		DEET activator of fly antenna ionotropic receptor IR40a
cp	BRD-K17674993	diflorasone	Corticosteroid agonist	NR3C1, PLA2G1B	Corticosteroid agonist, Glucocorticoid receptor agonist, Cytochrome P450 inhibitor, Immunosuppressant
cp	BRD-K22031190	diflunisal	Prostanoid receptor antagonist	PTGS2, PTGS1	Prostanoid receptor antagonist
cp	BRD-K18518344	digitoxigenin	ATPase inhibitor	ATP1A1	ATPase inhibitor
cp	BRD-A93236127	digitoxin	ATPase inhibitor	ATP1A1	ATPase inhibitor
cp	BRD-K18619710	digoxigenin	Steroid	ATP1A1	Steroid
cp	BRD-A94756469	digoxin	ATPase inhibitor	ATP1A1, ABCB1, RORC, SLCO1B3	ATPase inhibitor
cp	BRD-K31471398	dihydrexidine	Dopamine receptor agonist	DRD1, DRD2, DRD3, DRD4, DRD5	Dopamine receptor agonist
cp	BRD-A47144777	dihydro-7-desacetyldeoxygedunin	HSP inhibitor	HSP90AA1	HSP inhibitor
cp	BRD-A02713983	dihydrodeoxygedunin	Growth factor receptor activator	NTRK2	Growth factor receptor activator
cp	BRD-A65076780	dihydroergocristine	Adrenergic receptor antagonist	HTR2A, ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR3A, HTR4, HTR5A, HTR6, HTR7	Adrenergic receptor antagonist, Prolactin inhibitor
cp	BRD-A54845972	dihydroergotamine	Serotonin receptor agonist	HTR1D, HTR1B, ADRA2A, DRD2, HTR1E, HTR1F, HTR2B, HTR7	Serotonin receptor agonist
cp	BRD-K63945320	dihydrosamidin	Phospholipase inhibitor		Phospholipase inhibitor, Nitric oxide production inhibitor, Platelet activating factor receptor antagonist
cp	BRD-A20589515	dihydroxyphenylglycine	Glutamate receptor agonist	GRM1	Glutamate receptor agonist
cp	BRD-K48722258	dilazep	Adenosine reuptake inhibitor	SLC29A1, CACNA1C	Adenosine reuptake inhibitor
cp	BRD-K10974103	diloxanide	Protein synthesis inhibitor		Protein synthesis inhibitor
cp	BRD-A69636825	diltiazem	Calcium channel blocker	CACNA1C, CACNA1S, CACNA2D1, CACNG1, CYP3A5, CYP3A7, HTR3A, KCNA5	Calcium channel blocker
cp	BRD-K88701661	dimercaptosuccinic-acid	Chelating agent	DNMT1	Chelating agent
cp	BRD-K26521938	dinoprostone	Prostanoid receptor agonist	PTGER2, PTGER1, PTGER3, PTGER4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, PTGDR, PTGDR2, PTGFR, TBXA2R	Prostanoid receptor agonist
cp	BRD-K22193694	dioxybenzone	Topical sunscreen agent		Topical sunscreen agent
cp	BRD-K93441486	diphemanil	Acetylcholine receptor antagonist	CHRM3	Acetylcholine receptor antagonist
cp	BRD-K51730347	diphencyprone	Immunostimulant		Immunostimulant
cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K01663662	diphenidol	Acetylcholine receptor agonist	CHRM1, CHRM3, CHRM4, CHRM2	Acetylcholine receptor agonist
cp	BRD-K41903098	diphenoxylate	Opioid receptor agonist	OPRM1, OPRD1	Opioid receptor agonist
cp	BRD-K65814004	diphenyleneiodonium	Nitric oxide synthase inhibitor	ALDH1A2, ALDH2, ALDH5A1, ALDH7A1, NOX3, XDH	Nitric oxide synthase inhibitor
cp	BRD-A47494775	dipivefrine	Adrenergic receptor agonist	ADRA1A, ACHE, ADRA2A, ADRB2, BCHE	Adrenergic receptor agonist
cp	BRD-K32645441	dipropyl-5ct	Serotonin receptor agonist	HTR1B, HTR1D, HTR1F, HTR7	Serotonin receptor agonist
cp	BRD-K82577285	dipropyl-dopamine	Dopamine receptor agonist		Dopamine receptor agonist
cp	BRD-K69032158	diprotin-a	Dipeptidyl peptidase inhibitor	DPP4	Dipeptidyl peptidase inhibitor
cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor	ADA, PDE5A, PDE10A, PDE4A, PDE7B, PDE8A, PDE8B, SLC29A1	Phosphodiesterase inhibitor
cp	BRD-A29734509	disopyramide	Sodium channel blocker	SCN5A, CHRM1, CHRM2, CHRM3, KCND2, KCND3, KCNH2	Sodium channel blocker
cp	BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor	ALDH2, ALDH1A2, ALDH5A1, ALDH7A1, CYP2E1, DBH, DNMT1, TRPA1	Aldehyde dehydrogenase inhibitor, TRPV agonist, DNA methyltransferase inhibitor
cp	BRD-K33459542	ditolylguanidine	Sigma receptor agonist	GRIN1, GRIN2A, GRIN2B, SIGMAR1	Sigma receptor agonist
cp	BRD-A78322124	dobutamine	Adrenergic receptor agonist	ADRB1, ADRB2, ADRA1A	Adrenergic receptor agonist
cp	BRD-K63265447	docetaxel	Tubulin inhibitor	TUBB, BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB1	Tubulin inhibitor
cp	BRD-K39965020	doconexent	PPAR receptor agonist	FFAR1, PPARA, PTGS1, PTGS2	PPAR receptor agonist
cp	BRD-K01624546	docosatrienoic-acid	LTB4 inhibitor		LTB4 inhibitor
cp	BRD-K86887724	dofetilide	Potassium channel blocker	KCNH2, KCNH1, KCNJ12, KCNK2	Potassium channel blocker
cp	BRD-K28029915	dolasetron	Serotonin receptor antagonist	HTR3A	Serotonin receptor antagonist
cp	BRD-K38305202	domperidone	Dopamine receptor antagonist	DRD2, DRD3, ABCG2, CYP3A5	Dopamine receptor antagonist
cp	BRD-A49160188	donepezil	Acetylcholinesterase inhibitor	ACHE, HTR2A	Acetylcholinesterase inhibitor
cp	BRD-K43887077	dopamine	Dopamine receptor agonist	DRD2, DRD1, DRD3, DRD4, DRD5, DBH, HTR1A, HTR7, SLC6A2, SLC6A3, SLC6A4	Dopamine receptor agonist
cp	BRD-K54233340	dorsomorphin	AMPK inhibitor	ACVR1, BMPR1A, BMPR1B, EPHA2, FKBP1A, FLT1, FLT3, KDR, LCK, MKNK1, PRKAA1, RPS6KA1, SRC	AMPK inhibitor
cp	BRD-K54759182	dosulepin	Norepinephrine reuptake inhibitor	SLC6A2, SLC6A4, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, HRH1	Norepinephrine reuptake inhibitor, Tricyclic antidepressant, Serotonin reuptake inhibitor
cp	BRD-K85402309	dovitinib	EGFR inhibitor	EGFR, FGFR3, PDGFRB, CSF1R, FGFR1, FGFR2, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA	EGFR inhibitor, FLT3 inhibitor, FGFR inhibitor, PDGFR receptor inhibitor, VEGFR inhibitor
cp	BRD-A46179541	doxapram	Potassium channel blocker	KCNK3, KCNK9	Potassium channel blocker
cp	BRD-A13188892	doxazosin	Adrenergic receptor antagonist	ADRA1D, ADRA1A, ADRA1B, CYP2C19, KCNH2, KCNH6, KCNH7	Adrenergic receptor antagonist
cp	BRD-K36616567	doxepin	Histamine receptor antagonist	HRH1, HRH2, SLC6A2, SLC6A4, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C19, DRD2, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, KCNH2, SLC6A3	Histamine receptor antagonist
cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist	VDR	Vitamin D receptor agonist
cp	BRD-K92093830	doxorubicin	Topoisomerase inhibitor	TOP2A	Topoisomerase inhibitor
cp	BRD-A88774919	doxycycline	Bacterial 30S ribosomal subunit inhibitor	MMP8, MMP1	Bacterial 30S ribosomal subunit inhibitor, Metalloproteinase inhibitor
cp	BRD-A44008656	doxylamine	Histamine receptor antagonist	HRH1, CHRM1	Histamine receptor antagonist
cp	BRD-K97158071	droperidol	Dopamine receptor antagonist	DRD2, ADRA1A	Dopamine receptor antagonist
cp	BRD-K11558771	droxinostat	HDAC inhibitor	HDAC6, HDAC8	HDAC inhibitor
cp	BRD-A99571536	dubinidine	Anti-epileptic		Anti-epileptic
cp	BRD-K71103788	duloxetine	Serotonin reuptake inhibitor	SLC6A2, SLC6A4, SLC6A3, HTR2A, HTR2C, HTR6	Serotonin reuptake inhibitor, Norepinephrine reuptake inhibitor
cp	BRD-K68620903	dydrogesterone	Progesterone receptor agonist	PGR	Progesterone receptor agonist
cp	BRD-K64935403	ebelactone-b	Lipase inhibitor	PNLIP	Lipase inhibitor
cp	BRD-K29359156	ebselen	H+/K+-ATPase inhibitor	ALB, LTB4R, NOX3	H+/K+-ATPase inhibitor, Cyclooxygenase inhibitor, Glutathione peroxidase agonist, Nitric oxide synthase inhibitor
cp	BRD-A51820102	econazole	Bacterial cell wall synthesis inhibitor	CYP51A1, NPY1R, NPY2R, TRPM2, TRPV5	Bacterial cell wall synthesis inhibitor, Lanosterol demethylase inhibitor, Sterol demethylase inhibitor
cp	BRD-K94270326	ecopipam	Dopamine receptor antagonist	DRD1, DRD5, DRD2	Dopamine receptor antagonist
cp	BRD-K35458079	edaravone	Nootropic agent	BCL2	Nootropic agent
cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor	ACHE, BCHE	Acetylcholinesterase inhibitor
cp	BRD-K40758068	efavirenz	HIV protease inhibitor	CYP2B6, CYP2C19, CYP2C8, CYP3A4, CYP3A5	HIV protease inhibitor
cp	BRD-K80325895	eicosadienoic-acid	-666		-666
cp	BRD-K06080977	eicosatetraynoic-acid	Cyclooxygenase inhibitor	ALOX12, PPARA, PPARG, PTGS1	Cyclooxygenase inhibitor, Lipoxygenase inhibitor
cp	BRD-K63913457	eicosatrienoic-acid	Vasodilator		Vasodilator
cp	BRD-K82135108	elesclomol	Oxidative stress inducer	TOP2A	Oxidative stress inducer
cp	BRD-A61392169	eliprodil	Glutamate receptor antagonist	GRIN1, GRIN2B	Glutamate receptor antagonist
cp	BRD-K85985071	ellipticine	Topoisomerase inhibitor	TOP2A, TOP2B	Topoisomerase inhibitor
cp	BRD-K54472332	elvitegravir	HIV integrase inhibitor		HIV integrase inhibitor
cp	BRD-K86727142	embelin	HCV inhibitor	XIAP	HCV inhibitor, XIAP inhibitor
cp	BRD-A25687296	emetine	Protein synthesis inhibitor	RPS2	Protein synthesis inhibitor
cp	BRD-K94841585	emodic-acid	Laxative		Laxative
cp	BRD-K44497846	enalapril	ACE inhibitor	ACE	ACE inhibitor
cp	BRD-K99447003	enalaprilat	ACE inhibitor	ACE	ACE inhibitor
cp	BRD-K16621777	enobosarm	Androgen receptor modulator	AR	Androgen receptor modulator
cp	BRD-K76534306	enrofloxacin	Bacterial DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor
cp	BRD-K83636919	entacapone	Catechol O methyltransferase inhibitor	COMT	Catechol O methyltransferase inhibitor
cp	BRD-K08206212	entecavir	Reverse transcriptase inhibitor		Reverse transcriptase inhibitor, DNA replication inhibitor
cp	BRD-K77908580	entinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC9	HDAC inhibitor
cp	BRD-K79404599	enzastaurin	PKC inhibitor	PRKCB, AKT1, GSK3B, PRKCA, PRKCD, PRKCG	PKC inhibitor
cp	BRD-A98431941	ephedrine	Adrenergic receptor agonist	ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2	Adrenergic receptor agonist
